model,task,appeal,dose,render,contrast,diff,ci_low,ci_high,p,primary,p_holm
llama31_8b_128k,recall,plain,f050,pasted,neutral - none,0.2,-0.4,0.8,1.0,False,
llama31_8b_128k,recall,plain,f050,turns,positive - neutral,-0.2,-0.6,0.0,1.0,True,1.0
llama31_8b_128k,recall,plain,f050,turns,negative - neutral,0.2,0.0,0.6,1.0,True,1.0
llama31_8b_128k,recall,plain,f050,turns,positive - negative,-0.4,-0.8,0.0,0.5008499150084992,True,1.0
llama31_8b_128k,recall,plain,f050,turns,neutral - none,0.4,0.0,0.8,0.5041495850414959,False,
llama31_8b_128k,recall,plain,f100,pasted,positive - neutral,-0.2,-0.6,0.0,1.0,True,1.0
llama31_8b_128k,recall,plain,f100,pasted,negative - neutral,-0.2,-0.8,0.4,1.0,True,1.0
llama31_8b_128k,recall,plain,f100,pasted,positive - negative,0.0,-0.6,0.6,1.0,True,1.0
llama31_8b_128k,recall,plain,f100,pasted,neutral - none,0.2,0.0,0.6,1.0,False,
llama31_8b_128k,recall,plain,f100,turns,positive - neutral,-0.4,-0.8,0.0,0.5034496550344966,True,1.0
llama31_8b_128k,recall,plain,f100,turns,negative - neutral,0.0,-0.8,0.8,1.0,True,1.0
llama31_8b_128k,recall,plain,f100,turns,positive - negative,-0.4,-0.8,0.0,0.49975002499750026,True,1.0
llama31_8b_128k,recall,plain,f100,turns,neutral - none,0.2,-0.4,0.8,1.0,False,
llama31_8b_128k,secret,plain,f025,pasted,positive - neutral,0.0,-0.2,0.16666666666666666,1.0,True,1.0
llama31_8b_128k,secret,plain,f025,pasted,negative - neutral,0.1,-0.06666666666666667,0.26666666666666666,0.45815418458154183,True,1.0
llama31_8b_128k,secret,plain,f025,pasted,positive - negative,-0.1,-0.3,0.1,0.5044495550444955,True,1.0
llama31_8b_128k,secret,plain,f025,pasted,neutral - none,0.23333333333333334,0.0,0.4666666666666667,0.11848815118488151,False,
llama31_8b_128k,secret,plain,f025,turns,positive - neutral,-0.23333333333333334,-0.43333333333333335,-0.03333333333333333,0.06229377062293771,True,0.12458754124587541
llama31_8b_128k,secret,plain,f025,turns,negative - neutral,0.0,-0.2,0.2,1.0,True,1.0
llama31_8b_128k,secret,plain,f025,turns,positive - negative,-0.23333333333333334,-0.4,-0.06666666666666667,0.04079592040795921,True,0.12238776122387762
llama31_8b_128k,secret,plain,f025,turns,neutral - none,0.3,0.06666666666666667,0.5333333333333333,0.0367963203679632,False,
llama31_8b_128k,secret,plain,f050,pasted,positive - neutral,0.06666666666666667,-0.13333333333333333,0.26666666666666666,0.7495250474952505,True,0.7495250474952505
llama31_8b_128k,secret,plain,f050,pasted,negative - neutral,0.2,0.0,0.4,0.11538846115388461,True,0.3461653834616538
llama31_8b_128k,secret,plain,f050,pasted,positive - negative,-0.13333333333333333,-0.3333333333333333,0.06666666666666667,0.34066593340665935,True,0.6813318668133187
llama31_8b_128k,secret,plain,f050,pasted,neutral - none,0.3,0.03333333333333333,0.5333333333333333,0.047595240475952406,False,
llama31_8b_128k,secret,plain,f050,turns,positive - neutral,-0.23333333333333334,-0.43333333333333335,-0.03333333333333333,0.0653934606539346,True,0.19618038196180382
llama31_8b_128k,secret,plain,f050,turns,negative - neutral,-0.1,-0.3,0.13333333333333333,0.5480451954804519,True,0.5480451954804519
llama31_8b_128k,secret,plain,f050,turns,positive - negative,-0.13333333333333333,-0.3,0.0,0.2253774622537746,True,0.4507549245075492
llama31_8b_128k,secret,plain,f050,turns,neutral - none,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.0347965203479652,False,
llama31_8b_128k,secret,plain,f100,pasted,positive - neutral,-0.13333333333333333,-0.3,0.03333333333333333,0.2927707229277072,True,0.8783121687831217
llama31_8b_128k,secret,plain,f100,pasted,negative - neutral,0.0,-0.23333333333333334,0.23333333333333334,1.0,True,1.0
llama31_8b_128k,secret,plain,f100,pasted,positive - negative,-0.13333333333333333,-0.36666666666666664,0.1,0.41505849415058493,True,0.8783121687831217
llama31_8b_128k,secret,plain,f100,pasted,neutral - none,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.0143985601439856,False,
llama31_8b_128k,secret,plain,f100,turns,positive - neutral,-0.1,-0.3,0.1,0.5018498150184981,True,1.0
llama31_8b_128k,secret,plain,f100,turns,negative - neutral,0.03333333333333333,-0.16666666666666666,0.23333333333333334,1.0,True,1.0
llama31_8b_128k,secret,plain,f100,turns,positive - negative,-0.13333333333333333,-0.3,0.0,0.22697730226977303,True,0.6809319068093191
llama31_8b_128k,secret,plain,f100,turns,neutral - none,0.06666666666666667,-0.2,0.3333333333333333,0.8024197580241976,False,
llama31_8b_128k,xstest_unsafe,plain,f025,pasted,positive - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f025,pasted,negative - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f025,pasted,positive - negative,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f025,pasted,neutral - none,0.0,0.0,0.0,1.0,False,
llama31_8b_128k,xstest_unsafe,plain,f025,turns,positive - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f025,turns,negative - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f025,turns,positive - negative,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f025,turns,neutral - none,0.0,0.0,0.0,1.0,False,
llama31_8b_128k,xstest_unsafe,plain,f050,pasted,positive - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f050,pasted,negative - neutral,0.020833333333333332,0.0,0.0625,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f050,pasted,positive - negative,-0.020833333333333332,-0.0625,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f050,pasted,neutral - none,0.0,0.0,0.0,1.0,False,
llama31_8b_128k,xstest_unsafe,plain,f050,turns,positive - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f050,turns,negative - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f050,turns,positive - negative,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f050,turns,neutral - none,0.0,0.0,0.0,1.0,False,
llama31_8b_128k,xstest_unsafe,plain,f100,pasted,positive - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f100,pasted,negative - neutral,0.020833333333333332,0.0,0.0625,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f100,pasted,positive - negative,-0.020833333333333332,-0.0625,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f100,pasted,neutral - none,0.0,0.0,0.0,1.0,False,
llama31_8b_128k,xstest_unsafe,plain,f100,turns,positive - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f100,turns,negative - neutral,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f100,turns,positive - negative,0.0,0.0,0.0,1.0,True,1.0
llama31_8b_128k,xstest_unsafe,plain,f100,turns,neutral - none,0.0,0.0,0.0,1.0,False,
